id,text,user_1,user_2,category_1,category_2,llm_label,intermediary_response,valid_subclaims
19,"Another cause could be low solar activity, Mr Fisher said.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,2,999,[],[]
590,"The FCC issues a new order allowing greater competition between cable, broadband and other video services.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
291,"HAYDEN: You should be nice to Moose, mister. He doesnt take disagreement well.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
454,The Courier-Mail Monday 6 May 1940,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
409,"This year we’re mounting our first significant presence at the Abu Dhabi International Petroleum Exhibition and Conference (ADIPEC), possibly the largest professional gathering of the global oil and gas sector.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
588,"According to Bruce Berman of Save the Harbor Save the Bay, ""Everything you see there was on the streets when the snows hit. None of it went into Boston Harbor, which is a terrific thing."" The city of Boston also has a twitter contest on how long the snow will remain before it all melts. Enter using the hashtag #BosMeltNow.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
346,"The Board voted 6-2 in favor of amending the standards to, as the Charleston Daily Mail reports, ""allow students to use scientific models to form their own conclusions on the debated topic.""",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,"['5.1', '5.2']",[]
153,"Of course, this war on coal comes from the same administration that put the ""crucify them"" Administrator Al Armendariz in charge of the biggest oil and gas producing region of the country. In fact, EPA's crucifixion philosophy is so obvious now that even the left leaning Washington Post said that the Obama EPA is ""earning a reputation for abuse."" But I think Kim Strassel of the Wall Street Journal put it best when she said that Armendariz was ""a perfect general for Mr. Obama's war against natural gas"" and ""on the front lines"" of President Obama's battle to end fossil fuels and affordable energy.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,1,2,2,"['4.1', '4.6', '5.2']","['4.1', '5.2']"
554,"Our ability to forecast future system dynamics is severely constrained unless we can account for spatial nonlinearities, threshold behavior, and cascading effects . Even then, skillful predictions may not be possible .although we can identify vulnerabilities of systems to thresholds. Research will need to adopt approaches that cross traditional disciplinary boundaries to address system dynamics. Collaborative efforts among ecosystem ecologists and atmospheric scientists have made considerable progress in explaining broad-scale patterns and dynamics in the Earth System ., and human behaviors are increasingly being recognized by ecologists as integral to explaining system dynamics..More intensive cross-disciplinary studies that identify the pervasive role of cross-scale interactions are essential to understanding and forecasting changes in the various components of the Earth System. Our framework represents an initial step in seeking generalities among disciplines.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,2,0,[],[]
99,"There is a large divergence prior to 1900, but for the twentieth century the warming trend is not excessively increased. Further, the warming trend from around 1900 is about half of that in the GISTEMP Southern Hemisphere or global anomalies. Looked in this way Mearns would appear to have a point. But there has been considerable downward adjustment of the early twentieth century warming, so Homewoods claim of cooling the past is also substantiated. This might be the more important aspect, as the adjusted data makes the warming since the mid-1970s appear unusual.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2,2,['5.1'],['5.1']
70,"When looking at the temperature trends , it is clear that global warming has actually been missing for the last 15 years. This has definitely been the case of the continental U.S. as the graph on the left depicts.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2,2,"['1.4', '5.1']","['1.4', '5.1']"
76,"[T]he DEIS appears to lack certain critical information about the proposed project and mitigation, and there may be aspects of the environmental modeling and impact analysis which would benefit from being corrected, strengthened, or revised. Because of this, the DEIS likely underestimates impacts and risks to groundwater and surface water flows, water quality, wetlands, aquatic resources, and air quality from the Pebble Project. Inclusion of the additional information and analyses we have identified, or further explanation in the EIS of these issues, is essential to more fully evaluate and disclose the potential project impacts and identify practicable measures to mitigate those impacts.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,"['4.1', '4.2']",[]
667,Aenean vitae accumsan tellus class aptent taciti sociosqu ad litora torquent per conubia nostra.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
122,seems this expedition was more a BBC/Guardian/ABC CAGW exercise!,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,2,"['5.2', '5.3']",['5.2']
524,"I've had the advantage of seeing a lot of environmental groups up close during my tenure in government and in foundation work. Without question, NRDC was always among the most strategic and effective. This is an organization that has a great combination of the pragmatic and the hard-edged; it gets things done. In fact, I don't think there would have been any other environmental group I'd want to work for. NRDC is the definition of effective.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
331,###,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
611,"But wait a minute. Given the usual progress of science, won?t forecasting methods in the future always be better than in the past? What this suggests is that today the primary uses of, and interest in, such forecasts are political, not scientific ? that scientists as well as politicians are using forecasts for political and ideological purposes to influence public behavior here and now.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2,2,"['5.1', '5.2', '5.3', '5.4']","['5.1', '5.2', '5.4']"
36,"Despite being treated like 17th century ""witches,"" many scientists are reexamining the evidence and reversing their positionseven calling their previous views: ""quite a big mistake.""",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,0,0,"['5.1', '5.2']",[]
202,"Between the offsets, allowance giveaways, generous assumptions about the cost and development of carbon sequestration for coal-fired electricity, and optimistic hopes for falling costs for other prospective energy sources, estimates of the cost of Waxman-Markey over the long run differ by more than an order of magnitude. Advocates of Waxman-Markey point to estimates from the EPA and the Congressional Budget Office (CBO) showing average cost to households of less than $100 per year (in 2008 dollars) by 2020, down from a previous estimate of about $175 per yearroughly equal to buying one extra postage stamp a day. On the other end of the scale, the Heritage Foundation estimates the cost will be more than $1,800 per household (again in constant 2008 dollars) by 2020 and will rise sharply in the years after 2020 when the cap begins to be lowered and the allowances begin to be auctioned rather than given away.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,1,1,"['4.1', '4.2', '4.4']","['4.1', '4.2']"
309,"On a recent visit to Utah, Professor Hajo Eicken, one of the leading experts in the study of Arctic ice melt, explained some of the findings of his research.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
298,"Long-term monitoring allows VVCR and our partners to track changes in the size, location and even reproductive success of these bird populations—information that is critical for guiding management actions.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
185,"No time to blog right now, check this out at WUWT. It looks like the DOE didnt get the exhaustive review from the AP. All documents must be preserved.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,"['5.3', '5.4']",[]
591,"Around the world, meanwhile, record low temperatures continue to make a mockery of global warming theories. While anecdotal, to be sure, Cairo, Egypt, just saw its first snowfall in more than 100 years . In the United States there have been thousands of new records for cold temperatures and snowfalls just in the month of December. In an extremely bizarre twist, some climate scientists have even started claiming that the freezing temperatures are actually more evidence of global warming.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2,2,"['1.3', '1.4', '5.1', '5.2']",['1.3']
1,"CO2 Science Sheffer et al. conclude that ""the extraordinary flood of 2002 was not the largest in the basin"" of the Gardon River. And their findings and those of many others, both in France and elsewhere, suggest that the really huge European floods of the past few centuries occurred during colder rather than warmer times, which relationship is just the opposite of what the world's climate alarmists claim to be the case.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2,2,"['1.7', '3.1', '5.1', '5.2']","['1.7', '5.2']"
671,Conservation status: Critically Endangered (IUCN),ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
269,"As Lee describes it, ""relative sea level has risen over the second half of the 20th century,"" and ""so have Holderness cliff recession rates, from around 1.2 m/year in the early 1950s to around 1.5 m/year by 2000."" However , as he continues, ""there has been no significant acceleration in the rate of global sea-level rise since 1990 and no rapid increase in the recession rate."" Thus, he states that ""predictions of 20-year recession distances made in the early 1990s that took account of the RSLR advice from MAFF (1991) are likely to have overestimated the risk to cliff-top property and the benefits of coast protection.""",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2,2,['1.6'],['1.6']
701,9. Mexico - Agreement to Promote Technical Cooperation in Environmental and Natural Resource Areas,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
550,This one is allegedly so bad that users were advised to disable Java on their browsers if they wanted to avoid it.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
216,Links to the Bartol Research Institute of the University of Delaware:,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
574,"Congress recognized that requiring all existing sources of emissions to install BACT or LAER equipment would be prohibitively expensive and disrupt supplies of energy and manufactured products. Moreover, retrofitting existing plants is often more expensive than incorporating BACT or LAER in new plants. For these reasons, Congress did not expect NSR to carry the huge burden of protecting the nation's air quality by itself. Sources not covered by the NSR program would still be subject to controls under other air quality protection programs. As EPA says:",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,1,"['4.1', '4.4']","['4.1', '4.4']"
561,"While the EU and its member nations continued to play an irresponsible role at Bali, I think it is fair to say that the delegations representing United States, Canada, and Japan made positive and constructive contributions to the negotiations. Together, they can be seen to be trying to get the world off its Kyoto fixation and to begin looking for alternative policies that might address the potential challenges of global warming in ways that will not consign hundreds of millions of people in poor countries to perpetual energy poverty.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,1,1,1,"['4.1', '4.2', '4.3', '4.7']",['4.2']
227,3. Roofing fumes: Companies want no restrictions,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
681,"In recent years, BPA has become a three-letter household word. In response to growing concerns about a litany of adverse effects associated with exposure to this estrogen-like chemical – particularly in the very young – families across the country ditched their plastic baby bottles, major chain stores banished BPA-based plastics from their shelves, and more than a dozen states imposed new limits on the once obscure compound.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
190,"Then there was PachauriGate , showing that the man in charge of the IPCC was chairman of boards of companies that profit handsomely as the scare-factor is ramped up.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,1,2,2,"['5.3', '5.4']","['5.3', '5.4']"
541,"Unfortunately, what will likely emerge a few months into the Clinton presidency is a deep desire by Republicans to recapture the party mojo by once again prevailing in the forthcoming 2018 midterm elections by using the old scorched-earth strategies. Following the road maps of 2010 and 2014, party leaders will want to demonize the president, delegitimize Washington and the policy process, and block any meaningful policy action that could lead to a Clinton signing ceremony, feed on the anger at the grassroots.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
464,"The Ministry of Ecology and Environment improved the institutional framework of China’s long-suspended voluntary carbon market by releasing several top-level documents and establishing registration and trading institutions. Besides, China also made progress in developing carbon certification and footprint systems.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
186,Contact us at 337-342-2475 to verify hours or to learn more about volunteer opportunities.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
194,C-O C/century <m>,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
53,"“The Clean Power Plan will reduce dangerous carbon pollution while creating good jobs, boost the economy and protect public health right here, right now in Illinois. Senator Kirk's vote today keeps those benefits on the table for Illinoisans now and in the future. I hope that today's vote forecasts things to come for Senator Kirk.”",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
476,"The National Journal states: Republicans ""want nothing less than to send money to poor countries to fight climate change.""",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,"['4.1', '4.3', '4.4']",[]
296,"Chairman Markey and Members of the Committee, thank you for inviting me to testify today on the important topic of the outcomes of the global warming talks in Bali last week. My name is Myron Ebell. I have served as director of energy and global warming policy at the Competitive Enterprise Institute (CEI) since 1999. CEI is a non-profit, non-partisan public policy institute that concentrates on regulatory issues from a free-market perspective. CEI does not accept government funding. CEI is an NGO accredited to the United Nations Framework Convention on Climate Change, and CEI's President, Fred Smith, attended the 1992 Earth Summit in Rio de Janeiro. CEI has sent NGO participants to many of the succeeding Conferences of the Parties, including COP-3 in Kyoto in 1997. I have been an observer of the Kyoto process from the beginning, and, although I did not attend this year's COP in Bali, I have attended several previous COPs since joining CEI.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
209,"While the approach in todays post doesnt appear conceptual, statistical algorithms, including linear regression, typically solve inverse problems. The spirit of todays post is approaching Deflategate as an inverse problem. In doing so, I am aware (as Carrick has forcefully observed) that the underlying physical conditions were poorly defined, but people still need to make decisions using the available information as best they can. I think that the approach in todays post providesa much more plausible and satisfying explanation of the variation in Patriot pressures than those presented by either Exponent or Snyder or, for that matter, my own previous commentary.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
486,(1) Negative consequences of EPA's interpretation of the RMR&R; exclusion,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,['4.1'],[]
293,"The press and global warming enthusiasts have been hyping the loss of Arctic sea ice, but the models simulate it so poorly that the authors concluded that natural variability causes the bulk of the ice loss.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2,2,"['1.1', '5.1', '5.2']","['1.1', '5.1']"
271,H/t to Pat for the correction of George Pells status: current Archbishop it is.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
407,"The Paris accord stipulates that developed nations must reduce their emissions, regardless of impacts on economies, employment, or families. This means they must de-carbonize, de-industrialize and de-develop while they give trillions of dollars in cash and free technology to developing countries like Brazil, China, India, and Indonesia, for climate ""reparation"" and ""mitigation.""",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,1,1,"['4.1', '4.2', '4.4', '4.7']","['4.1', '4.2']"
461,"In a blog post a few weeks ago, Ms. Cullen scolded a fellow meteorologist, who declined to lecture viewers about global warming, noting how the issue had been ""politicized"" and that, given the cyclical nature of weather patterns, he was unsure what ""generalizations"" could be inferred from the warming trend of recent times.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2,2,"['1.4', '2.1', '5.2']",['2.1']
666,"A similar theme is part of an As You Sow shareholder resolution filed with chemical giant Dupont in order to cast aspersions on biotechnology. Pretending as if biotechnology is some unregulated and haphazard Frankenstein-making process rather than the heavily regulated activity it actually is, As You Sow seeks to be come a new biotech regulator by demanding special biotech safety reports and assurances.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,['5.2'],[]
421,"And the ANE magazine brings some examples of planned reorganization at the VW Group whose very goal seems to be to make kodas less successful. If that were true, it would be really insane from any commercial viewpoint.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
222,"The reasoning, apparently, is that the public on its own is too dumb to realize what a great thing CFLs are, given that their energy savings far outweigh their higher prices.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,"['4.1', '4.4']",[]
674,"Then this guy goes all geek-wonky and finds a page on Google put up 3 days prior to the event. A United Way page. One wonders if United Way creates a blank page from time to time and then filled them in if an event happens? An interesting date dis-connect, but the frame can be built prior to populating it. Then goes on into the wrong kid on the lap image.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,['5.4'],[]
414,"A few days ago, the Laurie Hawn campaign was alerted, via e-mail, by an Edmonton lawyer that: ""Lots of supporters are enumerated at their downtown office address instead of at their houses. One of them was bragging about how many times he could vote liberal (sic) based on the number of leases he had in her riding."" In reaction to this e-mail, the Laurie Hawn campaign acquired a City of Edmonton map which listed all buildings and their street addresses and began thoroughly checking the revised voters list. Despite checking less than half the polls, here are some irregularities that have been identified: Almost 100 apparently nonexistent addresses in Edmonton's downtown core - in some cases, the addresses listed fictional residences in between two genuine buildings",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
137,"As vilification of Soon demonstrates, however, climate politics wont accommodate alternative views. With their motivating theory increasingly challenged by observation, proponents of extreme precaution have gone from name-callingdeniers, Neanderthalsto character assassination. Their tactics exude desperation and undermine their credibility.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2,2,"['5.2', '5.3']",['5.2']
264,"The four researchers report that ""none of the plants grown under high levels of CO 2 for 90 days presented either significant differences in fresh weight and dry weight compared with controls, or macroscopic alteration of morphogenesis (number and length of nodes/internodes, branching, leaf area and chlorosis, etc.), at any of the sampling times."" However , they did find that ""in plants grown under elevated CO 2 , a relative increase in oil yield of 32, 34 and 32% was, respectively, recorded in the first, second and third sampling-time (July, August and September),"" and they observed a ""general depression of the oxidative stress under elevated CO 2 "" that led to a ""down-regulation of leaf reactive oxygen species-scavenging enzymes under elevated CO 2 ."" What it means",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2,0,['3.3'],[]
513,"To put it another way, the reason that polar bears in some areas easily survive an onshore fast of 4 months or more over the late summer/early fall is that they would get very little to eat (if anything) even if they stayed out on the ice. It??s the fat put on in spring/early summer (from gorging on baby seals) that carries them over the summer, no matter where they spend it.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2,2,['3.2'],['3.2']
259,"Under the Kyoto Protocol, for example, companies subject to climate regulations can meet their carbon ""cap"" by paying for emissions reduction projects in developing countries. According to the journal Nature, the U.N. certified $6 billions' worth of emissions ""savings"" for reductions in HFC-23, a potent greenhouse gas. Yet removing the HFC-23 cost $130 million. That's a lot of waste.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,1,1,1,"['4.2', '4.4']",['4.2']
128,"new un sanctions resolution several months later. Indeed, the inconvenient fact for",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
24,h/t The Register ??? the UK MET Office has published a report which suggests the pause in global temperatures might continue for many years to come. Or the pause might not continue. They??re not really sure.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2,2,"['1.4', '5.1', '5.2']","['1.4', '5.1']"
656,"Climate change is a big issue these daysyou may have heard a thing or two about it in the news mediabut it is a confused and increasingly chaotic scene, with many moving parts. I believe the trajectory of the issue is changing in real time right now, but I do not want to get bogged down too far in the details and lose sight of the central point of this Hillsdale series, which is the ways in which the climate change issue highlights the constitutional defects of the modern administrative state.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,2,0,"['4.4', '5.2']",[]
426,"As Daniel Patrick Moynihan, an artist among social scientists, pointed out, social scientists didn't really know how to eliminate poverty or crime. Policies based on middle-class instincts often worked better than those of elite liberals.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
415,Virgin Islands AG Withdraws DC Subpoena of CEI,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
566,EPA's recommendations are justified by the facts and ought to be implemented as quickly as possible.,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
91,"We’ll send regular updates about developments in technology, science and the environment.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
61,"Fast forward to late 2017, and Whelchel and the Conservancy are training 250 professionals to work with the Massachusetts communities participating in the program, known as the Municipal Vulnerability Preparedness (MVP) program.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
25,"The timing of Chesapeake's Sierra Club funding is highly suspicious. From 2005-2007, Chesapeake Energy was the principal funder of an infamous anti-coal print ad campaign. The ads were all variations on a single theme: close-ups of coal-smeared faces next to the tagline ""Face It: Coal Is Filthy."" The most controversial of the ads depicted a young waifish girl with blue eyes. Chesapeake pulled the plug on the campaign in 2007, but only after Members of Congress from coal-heavy states objected to the gas industry's use of pseudo-public service announcements to try to win market share from the coal industry.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,"['5.2', '5.4']",[]
133,"In both cases, plants absorb CO 2 through stomata in their leaves and they need a very large amount of water to grow. A higher CO 2 concentration allows them to reduce the number of stomata and save water, if I simplify things a bit. So one may say that a higher CO 2 helps the plants to deal with the shortage of water.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2,0,['3.3'],[]
43,"A breakthrough came the following spring, when Tony Tyler, head of the International Air Transport Association, met with Mike and made it clear that the industry would support a robust market-based measure in ICAO.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
344,"Not all of Option 1 misses the mark. There is a general alignment with the Heavy-Duty Omnibus Rule on particulate matter standards and on warranty and useful life provisions (which cover the engine’s minimum allowed warranty and expected duration of utility for a certain number of years, miles and/or hours). Longer warranty periods make it less likely for owners to tamper with emissions controls and more likely to make the repairs they need sooner rather than later, ensuring that the emission reduction systems continue to work like they should while in operation.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
441,"U.S. and European Union envoys are seeking more clarity from the United Nations on a slowdown in global warming that climate skeptics have cited as a reason not to panic about environmental changes, leaked documents show.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2,2,"['1.4', '5.1', '5.2']",['1.4']
581,"Washington, D.C., August 11, 2003In an attempt to discredit the Competitive Enterprise Institute's lawsuit against the White House over the Administration's failure to implement a sound-science law in regard to global warming reports, the state attorneys general of Maine and Connecticut have asked U.S. Attorney General John Ashcroft to investigate an alleged ""sweetheart suit"" relationship between the Bush administration's Council on Environmental Quality and CEI.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,2,0,"['5.2', '5.3', '5.4']",[]
266,"Whitman defended her environmental record and the program. Spokesman Joe Martyak praised the program as a voluntary effort ""designed to achieve air quality benefits earlier and at a lower cost than conventional approaches .The most important thing is that, both as the governor as well as the administrator of EPA, she's sought creative ways to reduce the air pollution out there"" (Newark Star-Ledger, September 17, 2002).",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,"['4.1', '4.2']",[]
292,"Cross-scale Interactions, Nonlinearities, and Forecasting Catastrophic Events",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
495,"To paraphrase Mario Cuomo's dictum about political campaigns, we debate foreign policy in poetry and",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
687,"HAYDEN: Fine! If P, then Q! Q! Therefore P! Have it your way!",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
207,"Here's what Jon Entine, visiting fellow at the American Enterprise Institute, has to say about the scientific consensus on GMOs:",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
403,"In this piece she says: charged subatomic particles from outer space, or cosmic rays, might significantly impact the type and quantity of clouds covering the earth, providing a clue to one of the least-understood but most important questions about climate. Heavenly bodies might be driving long-term weather trends.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2,2,"['2.1', '2.2']","['2.1', '2.2']"
700,"It's no coincidence that the Paw Paw River watershed is also known as Michigan's ""Wine Country."" The temperate climate, fertile soil and nearby river create idyllic conditions not only for vineyards, but also for land rich in biodiversity.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
15,"Critics accuse GMO of being unhealthy, increasing chemical pollution, threatening other species, causing dangerous side effects, and harming the environment. But as plant molecular biologist Robert Goldberg of UCLA points out, ""In spite of hundreds of millions of genetic experiments involving every type of organism on earth, and people eating billions of meals without a problem, we've gone back to being ignorant.""",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
623,"Indeed, more recent studies confirm that the IPCC overestimated the level of greenhouse gas emissions humans are likely to create in the rest of this century, and may also overestimate overall population growth, economic growth, technological progress, and other factors that drive aggregate greenhouse gas emissions.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,2,2,0,"['5.1', '5.4']",[]
648,"Police and courts to secure each citizens life, liberty and property from domestic thieves and bandits, and to adjudicate the disputes that might arise among men;",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
98,"According to the radiative convective equilibrium concept, the equation for determining global average surface temperature of the planet is",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
506,Gift & Estate Planning,ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
105,"Meanwhile, about 30 of us gathered next to the Greenpeace truckapparently Greenpeace prefers motorized vehicles to bullock cartsfor a counterdemonstration to ""Celebrate Coal and Keep Energy Affordable!"" The Greenpeace truck had a big solar panel, but it was covered by at least three inches of snow, so the activists had to run a generator instead to power the truck's PA system.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,1,1,"['4.5', '4.6']","['4.5', '4.6']"
500,"Precisely because the system of natural liberty excludes violence, theft, or fraud, the only way any individual can acquire from others what he desires is by applying his own knowledge, abilities, and resources in a manner that enables him to produce and offer to others what they desire, so they will give in trade what that first individual wants to obtain.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,0,[],[]
451,"Kjorven and the UN say they want ""expanded use of techniques that reduce soil erosion and run-off."" No-till farming is now being used on millions of hectares of vulnerable lands around the world, cutting soil erosion by up to 95 percent, and virtually eliminating runoff. But the system can't work without herbicideswhich the UN would discard.",ty_pham-swann@brown.edu,william_kattrup@brown.edu,0,0,1,"['4.1', '4.5']","['4.1', '4.5']"
